,0_F,0_I,0_M,1,2,3,4,5,6,7,8
3750,0.0,1.0,0.0,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8
2444,0.0,0.0,1.0,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9
825,0.0,1.0,0.0,0.395,0.29,0.095,0.319,0.138,0.08,0.082,7
612,0.0,0.0,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9
3091,0.0,0.0,1.0,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10
3551,0.0,1.0,0.0,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
1538,0.0,1.0,0.0,0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6
1769,0.0,0.0,1.0,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
589,1.0,0.0,0.0,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
3433,0.0,1.0,0.0,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6
3343,1.0,0.0,0.0,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13
2135,0.0,0.0,1.0,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
298,0.0,0.0,1.0,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
2528,1.0,0.0,0.0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9
2002,0.0,1.0,0.0,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
2231,1.0,0.0,0.0,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
3150,1.0,0.0,0.0,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10
1014,1.0,0.0,0.0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
3029,0.0,1.0,0.0,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
1105,1.0,0.0,0.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
3068,0.0,0.0,1.0,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
2962,0.0,1.0,0.0,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9
3698,1.0,0.0,0.0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
2823,0.0,1.0,0.0,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
2011,0.0,0.0,1.0,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
3009,0.0,1.0,0.0,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
3553,0.0,1.0,0.0,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
2487,1.0,0.0,0.0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11
3837,0.0,1.0,0.0,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
3631,0.0,1.0,0.0,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5
175,0.0,1.0,0.0,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
2816,0.0,1.0,0.0,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6
2647,0.0,1.0,0.0,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8
1729,0.0,0.0,1.0,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11
2797,0.0,0.0,1.0,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
79,1.0,0.0,0.0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
3936,1.0,0.0,0.0,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
3434,0.0,1.0,0.0,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6
160,0.0,0.0,1.0,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
3108,0.0,1.0,0.0,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
3188,0.0,0.0,1.0,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
3770,0.0,1.0,0.0,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
1060,0.0,1.0,0.0,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
3012,0.0,1.0,0.0,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,7
2218,0.0,0.0,1.0,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
859,1.0,0.0,0.0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8
3481,0.0,1.0,0.0,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6
117,0.0,0.0,1.0,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
1409,1.0,0.0,0.0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
2433,1.0,0.0,0.0,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
238,0.0,1.0,0.0,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
1272,0.0,1.0,0.0,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8
1437,0.0,1.0,0.0,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6
173,1.0,0.0,0.0,0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8
3282,1.0,0.0,0.0,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
302,0.0,0.0,1.0,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8
3031,0.0,1.0,0.0,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
1886,0.0,0.0,1.0,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9
1484,1.0,0.0,0.0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
2970,0.0,0.0,1.0,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,13
1207,1.0,0.0,0.0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
3436,0.0,1.0,0.0,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
4014,0.0,0.0,1.0,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
1321,0.0,1.0,0.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
2545,0.0,1.0,0.0,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
3670,0.0,0.0,1.0,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,8
1792,0.0,0.0,1.0,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
1864,0.0,1.0,0.0,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
3232,0.0,0.0,1.0,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
167,1.0,0.0,0.0,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
3635,0.0,1.0,0.0,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6
6,1.0,0.0,0.0,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
1181,1.0,0.0,0.0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
4011,0.0,0.0,1.0,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
3703,1.0,0.0,0.0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
1133,0.0,0.0,1.0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
2713,0.0,1.0,0.0,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
3937,0.0,0.0,1.0,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
1541,0.0,1.0,0.0,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7
3227,1.0,0.0,0.0,0.45,0.35,0.135,0.56,0.231,0.137,0.145,13
2032,0.0,0.0,1.0,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
3399,1.0,0.0,0.0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
3891,1.0,0.0,0.0,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
299,0.0,0.0,1.0,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
2476,0.0,0.0,1.0,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18
2592,0.0,0.0,1.0,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
901,0.0,1.0,0.0,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6
3063,1.0,0.0,0.0,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
3962,1.0,0.0,0.0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
1451,0.0,1.0,0.0,0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8
170,0.0,0.0,1.0,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
4003,0.0,1.0,0.0,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
2720,0.0,1.0,0.0,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7
1991,0.0,1.0,0.0,0.285,0.215,0.06,0.0935,0.031,0.023,0.03,6
85,1.0,0.0,0.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
2510,0.0,1.0,0.0,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
1949,0.0,0.0,1.0,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
1514,1.0,0.0,0.0,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
2571,0.0,0.0,1.0,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
3848,1.0,0.0,0.0,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
441,0.0,1.0,0.0,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8
581,0.0,1.0,0.0,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14
2956,1.0,0.0,0.0,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12
1119,0.0,1.0,0.0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
658,0.0,1.0,0.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
2488,0.0,0.0,1.0,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14
2824,0.0,1.0,0.0,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
2746,0.0,1.0,0.0,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
1402,0.0,0.0,1.0,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
2359,1.0,0.0,0.0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
1503,1.0,0.0,0.0,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10
672,1.0,0.0,0.0,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,19
2649,0.0,0.0,1.0,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
1841,0.0,1.0,0.0,0.435,0.335,0.1,0.3245,0.135,0.0785,0.098,7
1265,0.0,1.0,0.0,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
2971,0.0,0.0,1.0,0.715,0.55,0.175,1.825,0.938,0.3805,0.44,11
2009,0.0,1.0,0.0,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8
2440,0.0,0.0,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
2786,0.0,0.0,1.0,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
2199,1.0,0.0,0.0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
2428,1.0,0.0,0.0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
1056,0.0,1.0,0.0,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
592,0.0,1.0,0.0,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,18
129,0.0,0.0,1.0,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
2312,0.0,1.0,0.0,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
211,0.0,0.0,1.0,0.335,0.25,0.09,0.181,0.0755,0.0415,0.06,7
3833,0.0,0.0,1.0,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
1316,0.0,0.0,1.0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
640,0.0,0.0,1.0,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
194,1.0,0.0,0.0,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
2663,0.0,0.0,1.0,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
3125,0.0,0.0,1.0,0.585,0.46,0.15,1.206,0.581,0.216,0.323,10
2519,0.0,1.0,0.0,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
2685,0.0,0.0,1.0,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10
2806,1.0,0.0,0.0,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9
3960,0.0,0.0,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
3172,1.0,0.0,0.0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
190,0.0,0.0,1.0,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
1388,0.0,0.0,1.0,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
3147,1.0,0.0,0.0,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
3787,0.0,0.0,1.0,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
4040,1.0,0.0,0.0,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,12
810,0.0,0.0,1.0,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12
1537,0.0,1.0,0.0,0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5
1741,0.0,0.0,1.0,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
3072,1.0,0.0,0.0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
1289,0.0,1.0,0.0,0.505,0.395,0.105,0.551,0.248,0.103,0.171,8
2329,0.0,1.0,0.0,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15
1550,0.0,1.0,0.0,0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8
1549,0.0,1.0,0.0,0.385,0.28,0.095,0.257,0.119,0.059,0.07,7
2850,0.0,0.0,1.0,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
1297,0.0,1.0,0.0,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
4032,0.0,1.0,0.0,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8
363,1.0,0.0,0.0,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
353,0.0,0.0,1.0,0.58,0.455,0.17,0.93,0.408,0.259,0.22,9
3154,0.0,0.0,1.0,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,7
1932,1.0,0.0,0.0,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11
795,0.0,0.0,1.0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15
2836,0.0,0.0,1.0,0.58,0.445,0.16,0.984,0.49,0.201,0.27,9
3771,0.0,1.0,0.0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
603,0.0,1.0,0.0,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11
58,0.0,1.0,0.0,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
3584,0.0,0.0,1.0,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39,11
3211,1.0,0.0,0.0,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
1585,0.0,1.0,0.0,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
140,1.0,0.0,0.0,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10
1917,0.0,0.0,1.0,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
3017,0.0,1.0,0.0,0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
2191,0.0,0.0,1.0,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
1480,1.0,0.0,0.0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
3332,0.0,1.0,0.0,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13
3339,1.0,0.0,0.0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12
891,0.0,0.0,1.0,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
2617,0.0,0.0,1.0,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
3354,1.0,0.0,0.0,0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10
2049,0.0,1.0,0.0,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,8
1724,1.0,0.0,0.0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
1477,0.0,0.0,1.0,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
2165,1.0,0.0,0.0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
2332,1.0,0.0,0.0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
2774,1.0,0.0,0.0,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
96,0.0,0.0,1.0,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
2666,0.0,0.0,1.0,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
444,1.0,0.0,0.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
2262,1.0,0.0,0.0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
2173,0.0,0.0,1.0,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
1701,1.0,0.0,0.0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
3369,0.0,1.0,0.0,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
2648,0.0,0.0,1.0,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
3348,0.0,1.0,0.0,0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13
1431,0.0,1.0,0.0,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7
1759,1.0,0.0,0.0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
1302,0.0,1.0,0.0,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
2923,1.0,0.0,0.0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
1875,1.0,0.0,0.0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
1061,0.0,1.0,0.0,0.275,0.195,0.065,0.106,0.054,0.02,0.028,6
3319,1.0,0.0,0.0,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19
2242,1.0,0.0,0.0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
3818,0.0,0.0,1.0,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
1825,0.0,1.0,0.0,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
3619,1.0,0.0,0.0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
2464,1.0,0.0,0.0,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
252,1.0,0.0,0.0,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
827,0.0,1.0,0.0,0.4,0.31,0.1,0.306,0.13,0.06,0.094,6
1231,0.0,1.0,0.0,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
294,0.0,0.0,1.0,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
1362,1.0,0.0,0.0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
196,1.0,0.0,0.0,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
1278,0.0,1.0,0.0,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8
3194,1.0,0.0,0.0,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
2544,1.0,0.0,0.0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10
2627,0.0,1.0,0.0,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5
1034,1.0,0.0,0.0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
655,0.0,0.0,1.0,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7
2867,0.0,1.0,0.0,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
3293,0.0,0.0,1.0,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
1619,0.0,1.0,0.0,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10
1642,0.0,0.0,1.0,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
1939,1.0,0.0,0.0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
3834,0.0,0.0,1.0,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
1464,1.0,0.0,0.0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
2548,0.0,1.0,0.0,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4
2204,0.0,0.0,1.0,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
4128,0.0,0.0,1.0,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
3233,1.0,0.0,0.0,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
2137,1.0,0.0,0.0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
1686,0.0,0.0,1.0,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
529,0.0,0.0,1.0,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9
3598,0.0,0.0,1.0,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
2709,1.0,0.0,0.0,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12
3728,0.0,1.0,0.0,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10
1225,0.0,1.0,0.0,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5
3192,1.0,0.0,0.0,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14
1840,0.0,1.0,0.0,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
3447,1.0,0.0,0.0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8
2861,1.0,0.0,0.0,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12
3841,0.0,0.0,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
2230,0.0,0.0,1.0,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
216,0.0,0.0,1.0,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
1274,0.0,1.0,0.0,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8
94,0.0,0.0,1.0,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
3297,0.0,0.0,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395,17
3924,1.0,0.0,0.0,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
821,0.0,1.0,0.0,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6
952,0.0,0.0,1.0,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7
1546,0.0,1.0,0.0,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7
1486,1.0,0.0,0.0,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
915,0.0,1.0,0.0,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
2130,0.0,0.0,1.0,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
924,0.0,1.0,0.0,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
2105,0.0,0.0,1.0,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
3217,0.0,0.0,1.0,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
3412,0.0,1.0,0.0,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8
3467,0.0,0.0,1.0,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
2180,1.0,0.0,0.0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
3752,0.0,1.0,0.0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
3941,1.0,0.0,0.0,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
511,1.0,0.0,0.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
2295,1.0,0.0,0.0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,10
1245,0.0,1.0,0.0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5
520,0.0,0.0,1.0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
3472,0.0,1.0,0.0,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
2530,1.0,0.0,0.0,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9
3965,0.0,1.0,0.0,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
2422,1.0,0.0,0.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12
305,0.0,1.0,0.0,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4
3069,0.0,0.0,1.0,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
1568,0.0,1.0,0.0,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
3538,0.0,0.0,1.0,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
1161,0.0,0.0,1.0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
1154,0.0,0.0,1.0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
3090,0.0,0.0,1.0,0.46,0.355,0.14,0.491,0.207,0.115,0.174,10
783,0.0,1.0,0.0,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
3601,0.0,1.0,0.0,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8
3175,0.0,1.0,0.0,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
3033,0.0,0.0,1.0,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
3151,1.0,0.0,0.0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21
1903,0.0,0.0,1.0,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
1118,0.0,1.0,0.0,0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
485,1.0,0.0,0.0,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
2764,0.0,1.0,0.0,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9
1740,1.0,0.0,0.0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10
1387,0.0,1.0,0.0,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
811,1.0,0.0,0.0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21
3925,1.0,0.0,0.0,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
1643,1.0,0.0,0.0,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
1201,0.0,0.0,1.0,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
1439,0.0,1.0,0.0,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
3243,1.0,0.0,0.0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
2434,0.0,1.0,0.0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16
2658,0.0,1.0,0.0,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
3887,1.0,0.0,0.0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
407,0.0,0.0,1.0,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16
2031,1.0,0.0,0.0,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
1944,1.0,0.0,0.0,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
137,0.0,0.0,1.0,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9
2699,0.0,0.0,1.0,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11
1512,1.0,0.0,0.0,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
2535,1.0,0.0,0.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
1663,0.0,0.0,1.0,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
1400,1.0,0.0,0.0,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
